product_type,external_temp,current_room_temp,humidity,volume_kg,packaging_type,storage_time_hr,airflow_rating,ideal_room_temp
flavored_beverage,33.38,2.58,75.05,69.52,plastic,3.6,moderate,4.31
milk,39.53,11.97,37.88,91.26,glass,4.1,good,4.16
butter,43.37,3.27,81.28,68.2,plastic,16.3,good,5.98
ice-cream,22.26,17.8,86.24,47.47,tetrapack,12.2,moderate,-18.08
ice-cream,22.05,0.28,59.36,27.77,plastic,43.6,moderate,-18.96
curd,24.95,7.72,63.13,41.19,metal,23.0,good,3.28
flavored_beverage,44.58,1.65,77.33,14.37,tetrapack,33.2,good,5.71
cheese,40.55,0.48,65.35,61.39,glass,60.4,good,8.88
butter,35.56,6.5,73.52,42.38,tetrapack,2.2,moderate,6.23
curd,21.23,15.53,86.27,26.32,tetrapack,65.2,good,4.48
curd,44.19,2.01,42.19,36.29,plastic,15.7,moderate,3.63
butter,32.78,9.88,58.06,99.37,plastic,43.6,poor,5.33
ice-cream,23.62,15.79,53.4,68.53,metal,4.2,good,-17.48
curd,41.05,19.13,34.12,83.38,tetrapack,4.3,poor,4.82
milk,31.08,12.91,42.2,32.36,metal,5.0,poor,3.51
ice-cream,26.9,18.89,44.21,40.02,metal,44.4,good,-18.02
curd,27.18,17.68,38.3,49.16,tetrapack,19.3,good,4.71
curd,42.57,0.44,35.4,74.61,glass,53.6,poor,4.97
butter,29.06,14.79,46.23,27.49,tetrapack,57.8,good,5.8
flavored_beverage,35.28,17.42,83.82,38.59,glass,71.9,good,5.82
ice-cream,44.32,11.33,50.4,27.44,tetrapack,22.1,poor,-17.52
butter,38.91,12.43,82.55,59.71,metal,37.0,moderate,7.37
ice-cream,43.6,3.63,87.46,3.77,tetrapack,29.0,poor,-17.66
flavored_beverage,28.75,11.7,69.58,82.8,metal,34.6,moderate,5.05
milk,42.14,10.27,87.31,20.8,glass,24.6,good,3.09
flavored_beverage,26.45,9.94,62.68,31.05,plastic,41.6,poor,5.22
ice-cream,31.21,18.43,86.31,38.38,tetrapack,5.7,good,-17.83
curd,24.42,8.67,50.21,2.86,metal,63.7,moderate,4.67
butter,27.21,16.2,65.01,5.45,glass,14.3,poor,5.81
ice-cream,33.62,16.68,40.64,80.04,metal,60.2,poor,-17.22
flavored_beverage,24.4,12.38,77.58,90.54,tetrapack,36.4,poor,6.18
butter,20.85,17.08,78.71,5.76,glass,44.2,poor,5.35
flavored_beverage,26.63,8.93,58.44,64.41,metal,30.4,moderate,4.48
milk,23.69,6.98,79.34,24.59,metal,10.6,poor,3.48
cheese,35.59,17.2,71.95,28.56,plastic,26.0,poor,9.16
curd,37.13,9.9,73.75,41.06,tetrapack,68.3,good,3.86
flavored_beverage,30.89,9.0,77.13,63.18,plastic,9.2,poor,5.37
cheese,27.99,16.0,49.73,10.67,plastic,61.9,moderate,9.09
cheese,27.21,12.35,84.94,4.53,glass,19.4,poor,9.11
curd,33.63,7.11,70.96,96.24,metal,37.6,good,3.51
curd,21.5,16.84,30.66,58.05,tetrapack,2.7,good,3.84
ice-cream,30.15,3.39,65.03,63.47,plastic,31.0,good,-18.0
flavored_beverage,32.47,18.71,59.64,66.82,plastic,36.9,moderate,5.79
flavored_beverage,28.23,7.72,49.08,32.07,glass,27.5,poor,4.15
flavored_beverage,39.68,8.42,35.42,26.79,tetrapack,46.0,moderate,6.07
cheese,28.86,18.96,89.41,80.74,glass,63.1,moderate,8.98
ice-cream,22.55,17.53,55.69,56.07,plastic,8.7,poor,-18.38
cheese,33.02,1.01,52.15,60.14,glass,11.7,good,7.0
butter,44.82,0.05,64.75,39.96,tetrapack,32.1,moderate,6.55
butter,44.19,0.27,37.58,39.06,glass,25.8,moderate,5.33
butter,30.48,12.08,75.81,18.51,glass,8.4,good,6.78
milk,23.15,5.37,42.72,9.96,metal,28.8,good,3.19
ice-cream,42.25,13.27,34.97,70.68,plastic,57.8,good,-19.09
butter,44.77,6.1,79.83,10.68,tetrapack,38.0,moderate,7.17
flavored_beverage,40.63,0.8,76.14,46.63,glass,22.6,good,4.36
cheese,29.21,16.37,54.1,58.16,tetrapack,60.5,poor,10.02
curd,37.71,2.96,82.12,21.36,glass,60.6,good,4.56
flavored_beverage,32.31,19.2,38.88,13.81,tetrapack,35.7,moderate,4.61
flavored_beverage,38.26,13.05,68.95,55.89,metal,18.8,moderate,6.08
curd,30.12,0.71,44.49,11.23,plastic,36.3,moderate,3.79
cheese,36.19,6.3,35.95,85.24,tetrapack,3.1,good,7.12
ice-cream,31.27,0.1,37.93,89.93,tetrapack,61.6,good,-18.97
cheese,27.77,2.9,51.75,42.59,tetrapack,2.9,poor,8.62
cheese,37.48,19.1,57.55,30.69,tetrapack,71.3,moderate,8.36
flavored_beverage,38.49,7.21,67.01,33.78,metal,35.5,good,4.58
flavored_beverage,39.35,1.46,43.12,84.11,metal,22.4,moderate,5.76
milk,21.39,13.3,59.67,51.08,metal,59.3,poor,4.21
butter,21.57,2.36,50.33,48.63,tetrapack,67.9,poor,4.97
flavored_beverage,40.3,0.58,59.39,64.67,plastic,64.9,poor,6.01
cheese,24.44,3.7,32.08,50.38,metal,10.8,poor,7.31
butter,30.0,12.47,59.94,28.38,metal,57.3,moderate,6.38
flavored_beverage,23.59,3.89,71.23,16.77,metal,64.0,moderate,5.2
cheese,38.38,14.56,46.54,97.1,metal,33.6,moderate,8.79
cheese,36.72,10.83,40.16,54.13,metal,58.7,good,8.28
cheese,35.69,1.97,65.86,76.88,metal,71.4,good,9.97
milk,22.32,3.26,82.65,3.01,tetrapack,41.0,moderate,3.33
butter,33.43,17.97,86.04,25.24,tetrapack,16.7,poor,5.95
flavored_beverage,20.94,9.91,52.97,60.52,metal,49.5,poor,5.49
curd,23.09,15.68,51.08,40.97,plastic,27.9,poor,3.57
cheese,44.2,3.25,87.16,29.51,metal,37.4,moderate,8.47
flavored_beverage,39.06,10.05,64.85,3.83,metal,36.4,good,5.98
cheese,43.93,5.91,45.17,45.84,glass,68.1,good,9.21
butter,21.35,2.71,58.11,75.15,tetrapack,39.7,good,6.09
milk,29.18,0.05,55.38,93.68,glass,18.8,good,2.08
milk,41.02,8.98,82.63,87.8,tetrapack,54.3,good,4.18
ice-cream,45.0,18.36,72.9,80.49,metal,30.9,poor,-18.68
butter,23.39,17.45,61.76,98.98,tetrapack,16.6,moderate,5.79
milk,43.94,17.11,75.96,32.88,glass,40.5,good,3.66
flavored_beverage,42.35,10.44,53.74,87.98,tetrapack,21.2,poor,4.56
curd,27.0,13.31,81.13,5.08,plastic,8.3,good,3.49
flavored_beverage,23.8,15.37,41.6,46.07,metal,55.8,moderate,5.07
ice-cream,32.16,8.47,70.21,85.56,metal,70.0,poor,-18.62
flavored_beverage,22.29,7.93,73.54,4.38,tetrapack,8.3,poor,5.23
ice-cream,36.16,12.69,78.26,44.54,plastic,12.6,good,-17.51
curd,28.17,1.76,42.47,67.81,glass,69.9,good,4.4
flavored_beverage,27.26,19.17,40.87,78.58,glass,10.3,good,4.57
curd,32.42,13.11,87.3,4.27,metal,12.2,poor,4.48
curd,39.24,5.0,64.06,65.04,tetrapack,61.1,good,4.66
butter,31.38,3.45,83.99,53.42,metal,1.4,good,5.43
butter,41.59,15.59,39.21,5.02,plastic,65.2,moderate,6.88
ice-cream,31.21,9.31,73.76,53.06,tetrapack,50.8,poor,-18.16
flavored_beverage,21.74,5.69,49.49,33.2,tetrapack,33.3,good,5.59
milk,26.54,16.63,38.64,37.65,metal,43.1,moderate,2.58
curd,39.29,3.88,81.94,29.47,plastic,63.0,good,3.56
ice-cream,40.22,18.61,36.11,22.02,glass,28.1,moderate,-18.25
butter,30.22,9.27,74.77,72.55,tetrapack,59.6,moderate,6.43
ice-cream,33.69,6.34,39.11,54.23,plastic,41.2,poor,-17.69
flavored_beverage,24.78,17.37,82.8,47.51,tetrapack,45.0,poor,5.56
flavored_beverage,20.05,13.94,79.51,97.54,tetrapack,62.8,good,6.23
butter,33.05,14.32,59.36,61.79,plastic,10.4,moderate,7.19
cheese,23.72,16.73,80.88,61.26,metal,57.6,good,9.03
cheese,37.31,19.26,33.55,37.45,plastic,69.5,poor,8.65
curd,42.08,12.59,57.62,15.6,plastic,45.4,good,4.5
milk,22.67,18.2,66.78,89.01,tetrapack,37.5,good,3.53
milk,33.26,9.41,72.38,42.65,glass,37.1,moderate,3.4
ice-cream,35.57,15.24,83.74,65.75,glass,47.8,moderate,-17.34
flavored_beverage,32.27,9.14,57.57,36.59,plastic,19.7,moderate,4.22
curd,30.33,2.04,89.43,23.12,metal,49.4,moderate,4.62
ice-cream,37.5,14.46,41.4,66.52,metal,64.9,poor,-17.21
ice-cream,21.04,5.3,49.36,80.76,tetrapack,58.3,moderate,-17.78
ice-cream,31.74,3.77,66.73,95.29,glass,37.7,moderate,-18.21
curd,34.39,8.09,76.5,60.16,tetrapack,46.9,good,4.6
ice-cream,42.67,2.18,75.82,70.33,metal,32.3,poor,-18.68
cheese,26.58,16.27,47.24,79.59,plastic,9.2,moderate,8.74
butter,22.56,5.63,87.87,84.99,plastic,27.5,good,5.89
flavored_beverage,39.98,6.46,88.45,67.86,metal,55.7,moderate,6.37
curd,28.14,14.19,81.01,5.24,metal,27.4,good,4.94
milk,31.85,10.44,53.35,94.04,metal,14.0,poor,3.33
milk,39.43,2.94,81.88,74.44,plastic,34.7,moderate,3.61
ice-cream,32.09,7.82,61.85,21.6,plastic,33.5,moderate,-18.33
milk,20.68,8.95,77.1,25.75,plastic,51.9,moderate,2.52
cheese,22.4,10.9,55.77,75.81,metal,15.0,poor,9.31
ice-cream,34.79,8.45,39.89,45.61,metal,52.4,poor,-18.43
milk,27.4,17.1,54.7,39.89,plastic,46.8,moderate,3.55
ice-cream,31.42,12.16,75.66,86.78,plastic,56.9,good,-17.25
flavored_beverage,41.81,7.91,72.84,25.85,plastic,59.8,good,4.55
cheese,28.08,7.04,85.86,22.49,plastic,31.5,moderate,9.26
cheese,25.32,13.07,56.53,71.5,glass,26.8,moderate,9.06
milk,32.38,3.11,72.67,96.18,glass,25.5,poor,4.05
curd,30.52,12.67,50.8,8.05,metal,17.7,poor,4.5
milk,25.64,14.49,62.38,76.07,glass,45.2,moderate,3.5
ice-cream,38.54,12.74,33.39,46.61,tetrapack,52.1,poor,-17.72
butter,36.54,15.57,59.13,45.28,plastic,68.2,moderate,7.37
butter,38.28,0.46,78.19,3.51,metal,47.2,good,6.68
flavored_beverage,20.17,18.49,46.54,58.0,tetrapack,34.2,poor,4.36
flavored_beverage,24.97,1.63,63.17,40.47,tetrapack,12.8,moderate,5.45
cheese,44.01,4.89,54.47,46.7,plastic,34.4,moderate,9.89
curd,39.67,3.59,44.82,68.19,plastic,16.4,good,4.07
butter,34.24,18.33,61.47,88.07,metal,52.4,good,5.82
curd,37.01,8.2,44.64,5.83,plastic,8.3,moderate,4.13
curd,26.46,14.67,79.97,69.71,tetrapack,12.3,poor,4.84
cheese,30.33,10.95,53.04,90.14,tetrapack,13.3,poor,7.8
butter,29.59,14.2,39.72,86.04,metal,30.6,good,6.5
flavored_beverage,39.62,5.07,88.36,73.54,tetrapack,67.3,moderate,5.11
cheese,43.1,13.88,87.65,91.99,glass,1.1,poor,8.3
milk,26.91,16.63,72.29,25.52,plastic,67.9,moderate,3.34
cheese,31.51,1.81,33.49,90.01,tetrapack,63.0,moderate,8.64
butter,23.96,13.56,46.23,59.85,glass,63.3,good,6.14
cheese,38.81,16.62,67.61,82.22,metal,23.1,moderate,7.66
milk,22.58,8.76,63.19,32.76,glass,41.8,good,3.52
milk,39.26,6.22,43.79,11.81,glass,69.5,good,2.61
flavored_beverage,29.13,15.94,71.61,61.9,metal,44.1,good,5.64
cheese,33.91,3.18,87.18,50.07,plastic,60.4,moderate,7.55
butter,34.34,10.02,53.32,68.06,plastic,30.2,poor,7.2
milk,26.91,3.78,64.36,30.22,metal,18.0,poor,2.66
butter,37.11,6.85,35.24,28.32,tetrapack,14.7,moderate,6.98
ice-cream,27.88,3.25,80.33,27.48,metal,16.7,good,-17.76
cheese,28.06,15.35,39.95,45.65,plastic,23.2,moderate,9.11
milk,36.03,15.0,72.53,21.03,glass,48.4,good,3.99
cheese,20.52,12.12,89.67,48.18,tetrapack,43.3,good,7.52
ice-cream,36.56,6.88,33.71,58.44,metal,29.3,poor,-19.34
cheese,40.95,8.81,45.95,77.99,tetrapack,52.3,good,8.43
cheese,23.38,18.78,73.89,93.92,tetrapack,55.5,moderate,9.02
milk,39.1,12.91,81.31,65.67,plastic,21.8,poor,3.53
ice-cream,33.72,11.5,86.5,42.76,plastic,11.5,poor,-18.76
ice-cream,36.67,19.24,69.97,8.26,metal,8.4,good,-17.1
butter,29.62,14.59,57.62,76.9,plastic,26.2,moderate,6.49
ice-cream,37.5,3.6,68.49,97.08,plastic,6.9,good,-18.18
ice-cream,39.2,9.95,61.68,45.9,glass,10.8,good,-17.88
ice-cream,33.76,3.58,44.8,63.71,metal,24.1,good,-19.43
flavored_beverage,44.33,10.54,84.46,2.16,plastic,1.9,moderate,6.05
ice-cream,34.39,4.88,69.52,59.54,glass,30.6,poor,-18.22
butter,24.65,15.14,50.5,21.87,tetrapack,10.3,poor,6.57
butter,39.07,15.06,45.15,21.63,glass,30.1,poor,5.33
milk,39.53,7.68,83.66,89.51,tetrapack,69.0,good,2.97
milk,37.11,6.62,64.8,73.67,metal,68.9,good,4.31
butter,30.79,7.11,89.54,11.07,glass,18.2,poor,5.29
butter,32.0,3.02,66.56,64.5,tetrapack,17.4,poor,5.5
curd,29.83,16.29,45.13,54.64,plastic,60.4,moderate,4.66
flavored_beverage,42.81,12.42,54.23,83.62,glass,69.8,moderate,5.89
butter,36.23,7.51,41.26,26.72,metal,19.8,good,6.62
cheese,33.31,5.17,72.73,32.16,glass,37.8,good,7.47
curd,39.3,2.97,35.42,57.38,plastic,52.3,moderate,4.33
flavored_beverage,43.28,19.93,30.03,72.7,metal,64.5,poor,5.32
ice-cream,42.95,17.29,48.44,76.94,metal,11.1,poor,-18.8
cheese,38.91,0.84,82.73,68.22,glass,68.3,moderate,8.1
ice-cream,38.42,5.7,65.08,77.36,glass,58.7,moderate,-18.87
cheese,40.08,3.47,51.6,56.95,glass,8.3,good,8.89
cheese,37.65,17.8,57.52,39.04,plastic,70.0,good,9.41
ice-cream,21.12,1.64,31.44,36.89,glass,43.9,good,-17.87
ice-cream,40.79,6.19,38.01,24.44,plastic,5.2,good,-19.0
flavored_beverage,23.35,1.12,80.78,90.14,tetrapack,41.1,good,5.16
cheese,26.52,16.67,46.33,52.66,tetrapack,55.9,moderate,9.06
curd,32.41,12.8,58.32,71.2,metal,5.7,good,4.65
ice-cream,32.88,17.61,83.21,37.59,glass,33.1,good,-18.82
flavored_beverage,33.23,15.14,57.77,6.61,glass,51.1,poor,5.45
curd,34.49,8.55,41.46,30.89,plastic,49.0,poor,3.43
curd,29.31,8.34,74.47,71.12,tetrapack,46.0,poor,4.29
milk,25.66,18.72,46.85,81.13,tetrapack,2.2,poor,3.81
flavored_beverage,39.35,13.16,69.73,86.4,plastic,22.6,moderate,4.75
cheese,26.76,15.07,67.81,65.77,glass,15.1,good,9.04
ice-cream,37.59,1.69,31.04,40.06,tetrapack,2.6,poor,-17.69
curd,37.25,0.92,67.54,35.47,tetrapack,68.7,moderate,3.36
milk,29.54,1.4,36.64,15.56,metal,12.4,poor,2.24
milk,33.65,3.62,65.75,86.52,tetrapack,44.9,good,3.44
cheese,22.19,12.42,61.09,2.42,tetrapack,71.3,moderate,9.67
flavored_beverage,22.14,8.73,75.04,46.77,plastic,11.4,good,4.57
ice-cream,24.69,19.21,81.7,46.95,glass,2.6,good,-18.15
ice-cream,43.4,1.88,73.75,52.71,tetrapack,11.7,good,-17.74
ice-cream,41.98,7.85,89.42,58.77,glass,50.2,moderate,-17.59
milk,27.86,12.95,34.59,87.0,plastic,2.0,good,2.32
milk,28.34,3.47,88.39,84.03,glass,43.3,poor,4.27
flavored_beverage,22.19,12.74,88.73,60.6,plastic,11.5,good,5.71
cheese,33.23,13.63,50.51,52.65,tetrapack,24.9,moderate,8.66
cheese,43.76,13.76,55.19,53.48,metal,39.2,moderate,8.21
milk,25.92,15.19,79.37,45.6,glass,46.4,good,3.35
curd,38.44,7.59,51.02,14.43,tetrapack,36.5,good,4.83
ice-cream,44.48,12.7,53.85,28.67,plastic,17.7,poor,-18.12
curd,32.74,9.0,43.51,10.08,plastic,44.8,poor,3.95
cheese,41.12,3.36,78.74,3.92,plastic,27.2,poor,8.2
curd,44.35,18.2,60.84,72.82,plastic,28.5,poor,3.93
flavored_beverage,40.16,1.04,62.55,87.42,metal,5.8,poor,4.5
butter,30.97,12.95,87.59,79.3,tetrapack,26.3,poor,6.36
ice-cream,27.17,17.57,60.52,8.66,metal,59.9,moderate,-19.15
milk,33.24,10.64,68.84,16.16,tetrapack,30.4,moderate,3.73
curd,25.77,5.22,30.12,21.98,plastic,21.8,poor,4.0
cheese,22.99,3.71,85.76,66.6,tetrapack,1.7,poor,8.58
curd,20.68,11.51,48.57,8.27,plastic,15.5,good,4.8
cheese,37.15,4.34,34.74,9.98,metal,30.4,poor,7.27
flavored_beverage,36.83,6.8,87.2,50.33,glass,60.8,poor,4.86
curd,22.08,7.04,31.2,61.42,glass,47.9,good,3.81
milk,39.85,19.23,32.65,33.08,glass,62.7,moderate,2.76
cheese,39.98,15.66,62.9,1.69,metal,1.8,good,9.13
flavored_beverage,39.32,19.85,69.58,67.97,glass,22.3,good,5.3
milk,29.46,4.11,58.99,82.82,glass,64.9,good,3.33
butter,36.07,10.7,72.32,98.68,glass,13.7,poor,6.05
cheese,40.83,3.94,63.65,2.33,tetrapack,51.9,poor,7.18
flavored_beverage,20.75,2.67,57.96,41.81,metal,53.3,good,5.36
flavored_beverage,28.82,14.83,52.58,91.19,metal,3.7,good,5.79
flavored_beverage,35.09,14.32,84.01,69.1,plastic,5.4,poor,5.06
ice-cream,26.19,0.98,84.04,16.98,plastic,30.2,good,-19.05
flavored_beverage,39.62,10.8,33.41,19.48,glass,56.4,moderate,5.02
butter,21.25,10.05,55.81,50.47,metal,15.5,good,6.27
cheese,28.77,16.04,31.52,40.67,plastic,71.2,poor,7.75
flavored_beverage,43.36,18.66,38.13,69.1,tetrapack,41.5,poor,5.66
butter,22.93,13.82,44.32,62.44,glass,68.1,moderate,5.99
milk,42.79,18.0,67.63,77.58,tetrapack,49.5,poor,3.89
ice-cream,40.96,18.21,69.18,73.27,plastic,65.1,good,-17.05
curd,38.01,2.84,45.41,83.15,plastic,43.2,poor,3.29
ice-cream,34.22,8.5,69.6,86.76,metal,1.7,poor,-18.52
butter,30.49,3.29,89.57,65.23,metal,32.6,good,6.24
milk,39.57,17.77,39.85,90.38,glass,31.4,good,2.88
curd,25.8,7.97,82.54,95.58,glass,27.9,poor,4.39
ice-cream,24.29,14.05,65.87,72.32,glass,56.8,poor,-18.08
butter,40.61,15.85,68.85,24.28,plastic,29.6,good,5.87
cheese,37.65,11.11,71.94,92.56,plastic,20.3,poor,10.28
curd,40.1,10.91,38.71,26.7,plastic,56.8,poor,4.85
milk,29.21,17.17,56.8,69.79,metal,65.0,moderate,4.36
butter,43.19,18.04,81.44,40.2,glass,31.2,poor,7.46
cheese,23.78,17.83,54.54,14.17,plastic,33.4,moderate,8.44
ice-cream,43.99,12.44,66.61,42.78,glass,55.6,good,-18.0
butter,28.52,3.66,47.92,93.8,tetrapack,11.9,poor,6.28
ice-cream,30.79,4.97,72.55,14.73,tetrapack,28.7,poor,-18.73
flavored_beverage,30.82,1.73,89.11,15.57,glass,32.8,poor,4.63
curd,30.73,15.03,72.13,47.68,plastic,49.1,poor,3.75
curd,40.56,4.83,31.02,71.64,tetrapack,4.6,good,3.35
curd,38.5,7.84,37.11,34.55,tetrapack,16.0,good,5.04
cheese,40.61,16.04,85.9,32.59,glass,14.9,good,7.94
curd,22.29,18.56,36.41,79.64,glass,25.3,poor,3.86
cheese,33.1,14.08,86.6,79.44,plastic,31.6,poor,9.77
milk,33.32,2.06,65.18,25.41,metal,22.2,moderate,2.85
ice-cream,20.64,15.98,40.08,56.11,metal,18.5,poor,-18.72
milk,44.33,11.58,76.6,86.33,metal,12.6,moderate,2.62
ice-cream,41.13,19.59,59.64,84.95,metal,6.2,poor,-18.16
curd,35.28,7.02,82.29,95.11,tetrapack,25.3,moderate,3.61
milk,28.74,19.75,73.85,23.39,tetrapack,48.8,good,3.59
cheese,43.11,15.35,52.57,67.31,metal,45.2,moderate,9.13
milk,26.49,6.04,84.17,38.87,plastic,9.0,moderate,2.59
milk,35.47,17.68,54.56,23.93,metal,24.9,poor,3.85
butter,43.28,9.08,68.79,55.04,tetrapack,36.6,poor,7.28
ice-cream,33.19,5.14,67.25,14.17,tetrapack,58.8,moderate,-18.39
butter,37.8,6.96,71.77,46.53,metal,33.2,moderate,6.42
milk,40.2,18.96,60.99,83.07,plastic,55.8,poor,4.44
milk,35.08,8.26,70.94,68.13,metal,62.6,good,3.28
milk,31.04,14.55,40.97,64.74,glass,27.9,good,3.08
cheese,36.61,1.2,77.83,49.18,glass,23.4,good,8.68
flavored_beverage,38.64,1.98,44.96,25.19,plastic,21.6,good,5.67
flavored_beverage,30.1,16.12,79.88,23.73,metal,27.3,moderate,6.12
flavored_beverage,35.84,11.74,77.81,36.89,tetrapack,2.4,poor,4.51
milk,34.2,15.86,57.6,66.88,plastic,49.4,moderate,2.75
flavored_beverage,24.69,18.68,69.31,36.59,tetrapack,45.3,good,4.85
butter,44.96,17.74,45.02,89.25,plastic,24.9,poor,5.93
curd,23.57,0.35,64.45,50.9,plastic,33.4,moderate,4.89
butter,27.35,3.06,52.2,98.64,glass,19.8,moderate,6.96
cheese,37.34,2.76,44.49,40.96,tetrapack,8.0,moderate,8.56
flavored_beverage,41.66,11.59,32.01,35.36,tetrapack,58.1,good,4.84
milk,26.21,10.01,89.03,43.06,glass,20.2,moderate,2.47
cheese,24.93,14.96,62.0,57.38,metal,52.2,good,8.84
butter,37.84,3.66,88.72,34.87,tetrapack,47.7,moderate,7.27
curd,34.74,4.17,87.49,81.0,plastic,29.4,poor,5.28
ice-cream,40.43,14.44,83.28,27.44,metal,45.4,moderate,-18.72
curd,31.16,4.59,83.09,18.53,plastic,58.8,good,5.19
curd,29.62,10.56,76.66,46.56,metal,60.9,poor,5.22
curd,29.76,10.53,71.32,25.88,plastic,50.3,moderate,4.59
flavored_beverage,22.83,5.25,70.81,74.52,metal,38.9,poor,5.16
curd,31.74,12.1,37.71,6.56,glass,8.9,poor,3.26
flavored_beverage,40.25,4.91,85.17,57.97,tetrapack,28.3,good,4.48
curd,43.12,9.06,86.77,22.6,tetrapack,68.8,good,4.86
flavored_beverage,24.92,13.18,61.48,92.39,glass,20.5,poor,6.1
flavored_beverage,36.0,10.51,61.75,65.65,plastic,59.0,poor,5.5
curd,25.65,6.76,69.33,30.92,plastic,57.6,poor,3.87
curd,27.68,13.49,74.88,1.79,tetrapack,4.4,poor,3.52
ice-cream,33.62,12.62,70.08,27.46,glass,68.5,poor,-18.81
milk,24.87,10.21,33.98,36.84,tetrapack,51.9,poor,2.78
ice-cream,23.17,9.39,31.48,45.8,metal,42.2,good,-18.83
curd,26.55,15.23,52.84,13.6,plastic,2.6,poor,3.91
ice-cream,36.49,13.48,64.46,68.82,plastic,39.7,poor,-17.67
butter,35.89,8.38,80.32,55.41,metal,49.6,poor,6.07
butter,42.61,1.76,73.45,50.3,glass,18.8,poor,5.75
curd,20.48,14.81,74.19,54.52,glass,4.7,moderate,4.78
curd,29.41,11.89,55.62,11.75,tetrapack,8.0,moderate,4.2
milk,29.28,5.88,68.55,87.67,metal,9.9,good,3.45
ice-cream,27.82,1.77,73.53,22.93,tetrapack,2.2,moderate,-18.95
curd,42.31,14.02,57.32,90.22,tetrapack,12.3,good,3.53
butter,38.54,2.65,49.0,74.22,metal,15.9,moderate,6.58
milk,32.15,11.64,35.47,49.33,tetrapack,19.7,good,2.4
flavored_beverage,31.23,6.39,85.38,31.24,tetrapack,17.9,poor,5.88
cheese,44.82,5.85,72.75,91.71,glass,68.0,good,9.39
ice-cream,20.45,0.46,85.54,36.67,glass,7.4,good,-18.19
curd,37.54,5.84,79.2,56.67,plastic,63.7,moderate,3.84
cheese,23.02,15.6,87.32,9.93,plastic,18.2,moderate,7.45
curd,36.78,5.47,40.18,46.92,plastic,67.8,moderate,4.12
ice-cream,24.93,3.67,51.08,63.86,glass,25.6,good,-19.45
milk,28.58,8.2,60.51,91.75,metal,49.6,moderate,2.85
milk,29.17,17.2,70.43,3.97,glass,54.1,moderate,4.18
flavored_beverage,22.41,18.05,59.54,26.21,plastic,48.1,moderate,5.85
flavored_beverage,24.79,18.49,46.04,66.24,tetrapack,29.5,moderate,6.21
butter,32.08,1.84,73.56,45.07,glass,24.1,moderate,6.59
ice-cream,21.28,14.69,58.29,65.95,plastic,48.8,good,-17.74
curd,27.88,17.84,89.14,35.19,metal,62.9,moderate,4.24
ice-cream,26.92,2.76,61.36,4.3,plastic,2.8,poor,-18.13
cheese,24.88,10.69,69.37,4.51,glass,12.8,good,7.62
curd,38.2,10.25,44.46,4.92,plastic,26.7,good,4.51
butter,22.06,17.7,64.37,80.68,metal,35.6,good,6.8
cheese,43.35,8.82,81.85,43.19,plastic,63.1,poor,8.49
ice-cream,39.05,11.11,66.11,16.37,metal,42.2,poor,-18.02
cheese,43.78,3.18,84.58,81.84,glass,48.0,moderate,8.97
butter,21.34,3.84,37.8,72.2,tetrapack,21.1,poor,5.85
ice-cream,34.42,3.85,78.74,81.2,metal,62.2,good,-19.12
milk,26.81,19.41,50.38,9.08,glass,7.1,moderate,2.92
butter,35.17,19.62,81.28,94.03,tetrapack,58.3,poor,7.41
milk,38.85,2.14,35.9,97.09,plastic,62.6,moderate,2.78
ice-cream,20.45,5.71,68.96,92.54,plastic,20.1,poor,-18.98
butter,32.21,12.74,41.41,91.83,glass,61.9,good,6.49
butter,35.0,3.79,63.35,19.58,tetrapack,32.5,moderate,6.86
butter,21.17,10.18,65.78,3.19,metal,1.3,moderate,6.82
butter,27.0,9.77,32.54,3.89,tetrapack,57.7,poor,5.4
flavored_beverage,40.16,6.92,51.91,75.03,tetrapack,18.2,good,5.43
flavored_beverage,28.44,1.19,70.2,34.0,metal,17.8,poor,5.53
cheese,29.64,4.41,77.18,97.01,metal,25.5,poor,8.29
ice-cream,32.35,12.9,58.41,24.66,metal,57.2,moderate,-18.89
ice-cream,39.27,18.65,34.54,4.77,metal,14.2,moderate,-18.04
cheese,41.49,18.76,74.05,62.87,plastic,71.8,good,8.81
flavored_beverage,40.88,12.08,30.65,90.71,plastic,58.7,moderate,6.16
milk,31.27,9.45,33.86,32.63,metal,54.4,good,3.12
cheese,36.05,3.27,64.02,96.18,tetrapack,32.0,moderate,8.27
butter,31.87,8.38,77.45,44.85,tetrapack,4.8,moderate,5.82
butter,24.22,14.54,85.54,57.06,plastic,65.6,moderate,6.96
curd,39.8,6.68,50.49,45.06,metal,66.6,poor,3.36
cheese,31.19,9.83,69.4,81.54,plastic,60.1,moderate,8.0
cheese,28.4,15.34,47.33,32.4,plastic,65.1,poor,8.43
curd,40.95,7.44,48.15,31.32,metal,34.8,poor,4.51
butter,28.57,5.98,67.99,97.09,glass,52.0,poor,5.72
butter,36.99,1.74,45.11,65.01,plastic,19.1,moderate,6.82
butter,36.56,2.6,87.0,21.56,plastic,11.0,moderate,5.26
butter,33.16,9.16,65.32,52.42,metal,34.2,moderate,5.36
curd,43.41,15.99,68.38,47.13,plastic,18.4,poor,4.32
milk,36.6,13.74,64.3,66.2,plastic,56.1,poor,3.9
cheese,30.83,10.26,35.66,97.94,tetrapack,23.2,moderate,8.35
